,orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
272,10586,REGGC,9,1997-07-02 00:00:00.000,1997-07-30 00:00:00.000,1997-07-09 00:00:00.000,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
273,10588,QUICK,2,1997-07-03 00:00:00.000,1997-07-31 00:00:00.000,1997-07-10 00:00:00.000,3,194.67,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
274,10589,GREAL,8,1997-07-04 00:00:00.000,1997-08-01 00:00:00.000,1997-07-14 00:00:00.000,2,4.42,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
275,10590,MEREP,4,1997-07-07 00:00:00.000,1997-08-04 00:00:00.000,1997-07-14 00:00:00.000,3,44.77,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
276,10591,VAFFE,1,1997-07-07 00:00:00.000,1997-07-21 00:00:00.000,1997-07-16 00:00:00.000,1,55.92,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
277,10592,LEHMS,3,1997-07-08 00:00:00.000,1997-08-05 00:00:00.000,1997-07-16 00:00:00.000,1,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
278,10593,LEHMS,7,1997-07-09 00:00:00.000,1997-08-06 00:00:00.000,1997-08-13 00:00:00.000,2,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
279,10594,OLDWO,3,1997-07-09 00:00:00.000,1997-08-06 00:00:00.000,1997-07-16 00:00:00.000,2,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
280,10595,ERNSH,2,1997-07-10 00:00:00.000,1997-08-07 00:00:00.000,1997-07-14 00:00:00.000,1,96.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
281,10596,WHITC,8,1997-07-11 00:00:00.000,1997-08-08 00:00:00.000,1997-08-12 00:00:00.000,1,16.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
282,10597,PICCO,7,1997-07-11 00:00:00.000,1997-08-08 00:00:00.000,1997-07-18 00:00:00.000,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
283,10598,RATTC,1,1997-07-14 00:00:00.000,1997-08-11 00:00:00.000,1997-07-18 00:00:00.000,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
284,10599,BSBEV,6,1997-07-15 00:00:00.000,1997-08-26 00:00:00.000,1997-07-21 00:00:00.000,3,29.98,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
285,10600,HUNGC,4,1997-07-16 00:00:00.000,1997-08-13 00:00:00.000,1997-07-21 00:00:00.000,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
286,10601,HILAA,7,1997-07-16 00:00:00.000,1997-08-27 00:00:00.000,1997-07-22 00:00:00.000,1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
287,10602,VAFFE,8,1997-07-17 00:00:00.000,1997-08-14 00:00:00.000,1997-07-22 00:00:00.000,2,2.92,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
288,10603,SAVEA,8,1997-07-18 00:00:00.000,1997-08-15 00:00:00.000,1997-08-08 00:00:00.000,2,48.77,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
289,10604,FURIB,1,1997-07-18 00:00:00.000,1997-08-15 00:00:00.000,1997-07-29 00:00:00.000,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
290,10605,MEREP,1,1997-07-21 00:00:00.000,1997-08-18 00:00:00.000,1997-07-29 00:00:00.000,2,379.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
291,10607,SAVEA,5,1997-07-22 00:00:00.000,1997-08-19 00:00:00.000,1997-07-25 00:00:00.000,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
292,10608,TOMSP,4,1997-07-23 00:00:00.000,1997-08-20 00:00:00.000,1997-08-01 00:00:00.000,2,27.79,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
293,10610,LAMAI,8,1997-07-25 00:00:00.000,1997-08-22 00:00:00.000,1997-08-06 00:00:00.000,1,26.78,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
294,10611,WOLZA,6,1997-07-25 00:00:00.000,1997-08-22 00:00:00.000,1997-08-01 00:00:00.000,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
295,10612,SAVEA,1,1997-07-28 00:00:00.000,1997-08-25 00:00:00.000,1997-08-01 00:00:00.000,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
296,10613,HILAA,4,1997-07-29 00:00:00.000,1997-08-26 00:00:00.000,1997-08-01 00:00:00.000,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
297,10614,BLAUS,8,1997-07-29 00:00:00.000,1997-08-26 00:00:00.000,1997-08-01 00:00:00.000,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
298,10615,WILMK,2,1997-07-30 00:00:00.000,1997-08-27 00:00:00.000,1997-08-06 00:00:00.000,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
299,10616,GREAL,1,1997-07-31 00:00:00.000,1997-08-28 00:00:00.000,1997-08-05 00:00:00.000,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
300,10617,GREAL,4,1997-07-31 00:00:00.000,1997-08-28 00:00:00.000,1997-08-04 00:00:00.000,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
301,10618,MEREP,1,1997-08-01 00:00:00.000,1997-09-12 00:00:00.000,1997-08-08 00:00:00.000,1,154.68,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
302,10619,MEREP,3,1997-08-04 00:00:00.000,1997-09-01 00:00:00.000,1997-08-07 00:00:00.000,3,91.05,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
303,10620,LAUGB,2,1997-08-05 00:00:00.000,1997-09-02 00:00:00.000,1997-08-14 00:00:00.000,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
304,10621,ISLAT,4,1997-08-05 00:00:00.000,1997-09-02 00:00:00.000,1997-08-11 00:00:00.000,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
305,10623,FRANK,8,1997-08-07 00:00:00.000,1997-09-04 00:00:00.000,1997-08-12 00:00:00.000,2,97.18,Frankenversand,Berliner Platz 43,München,,80805,Germany
306,10624,THECR,4,1997-08-07 00:00:00.000,1997-09-04 00:00:00.000,1997-08-19 00:00:00.000,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
307,10625,ANATR,3,1997-08-08 00:00:00.000,1997-09-05 00:00:00.000,1997-08-14 00:00:00.000,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico
308,10626,BERGS,1,1997-08-11 00:00:00.000,1997-09-08 00:00:00.000,1997-08-20 00:00:00.000,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
309,10627,SAVEA,8,1997-08-11 00:00:00.000,1997-09-22 00:00:00.000,1997-08-21 00:00:00.000,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
310,10630,KOENE,1,1997-08-13 00:00:00.000,1997-09-10 00:00:00.000,1997-08-19 00:00:00.000,2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
311,10631,LAMAI,8,1997-08-14 00:00:00.000,1997-09-11 00:00:00.000,1997-08-15 00:00:00.000,1,0.87,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
312,10632,WANDK,8,1997-08-14 00:00:00.000,1997-09-11 00:00:00.000,1997-08-19 00:00:00.000,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
313,10633,ERNSH,7,1997-08-15 00:00:00.000,1997-09-12 00:00:00.000,1997-08-18 00:00:00.000,3,477.9,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
314,10635,MAGAA,8,1997-08-18 00:00:00.000,1997-09-15 00:00:00.000,1997-08-21 00:00:00.000,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
315,10636,WARTH,4,1997-08-19 00:00:00.000,1997-09-16 00:00:00.000,1997-08-26 00:00:00.000,1,1.15,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
316,10638,LINOD,3,1997-08-20 00:00:00.000,1997-09-17 00:00:00.000,1997-09-01 00:00:00.000,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
317,10639,SANTG,7,1997-08-20 00:00:00.000,1997-09-17 00:00:00.000,1997-08-27 00:00:00.000,3,38.64,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
318,10640,WANDK,4,1997-08-21 00:00:00.000,1997-09-18 00:00:00.000,1997-08-28 00:00:00.000,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
319,10641,HILAA,4,1997-08-22 00:00:00.000,1997-09-19 00:00:00.000,1997-08-26 00:00:00.000,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
320,10642,SIMOB,7,1997-08-22 00:00:00.000,1997-09-19 00:00:00.000,1997-09-05 00:00:00.000,3,41.89,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
321,10643,ALFKI,6,1997-08-25 00:00:00.000,1997-09-22 00:00:00.000,1997-09-02 00:00:00.000,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,,12209,Germany
322,10646,HUNGO,9,1997-08-27 00:00:00.000,1997-10-08 00:00:00.000,1997-09-03 00:00:00.000,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
323,10649,MAISD,5,1997-08-28 00:00:00.000,1997-09-25 00:00:00.000,1997-08-29 00:00:00.000,3,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
324,10651,WANDK,8,1997-09-01 00:00:00.000,1997-09-29 00:00:00.000,1997-09-11 00:00:00.000,2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
325,10653,FRANK,1,1997-09-02 00:00:00.000,1997-09-30 00:00:00.000,1997-09-19 00:00:00.000,1,93.25,Frankenversand,Berliner Platz 43,München,,80805,Germany
326,10654,BERGS,5,1997-09-02 00:00:00.000,1997-09-30 00:00:00.000,1997-09-11 00:00:00.000,1,55.26,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
327,10655,REGGC,1,1997-09-03 00:00:00.000,1997-10-01 00:00:00.000,1997-09-11 00:00:00.000,2,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
328,10656,GREAL,6,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-10 00:00:00.000,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
329,10657,SAVEA,2,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-15 00:00:00.000,2,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
330,10658,QUICK,4,1997-09-05 00:00:00.000,1997-10-03 00:00:00.000,1997-09-08 00:00:00.000,1,364.15,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
331,10660,HUNGC,8,1997-09-08 00:00:00.000,1997-10-06 00:00:00.000,1997-10-15 00:00:00.000,1,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
332,10661,HUNGO,7,1997-09-09 00:00:00.000,1997-10-07 00:00:00.000,1997-09-15 00:00:00.000,3,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
333,10662,LONEP,3,1997-09-09 00:00:00.000,1997-10-07 00:00:00.000,1997-09-18 00:00:00.000,2,1.28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
334,10664,FURIB,1,1997-09-10 00:00:00.000,1997-10-08 00:00:00.000,1997-09-19 00:00:00.000,3,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
335,10665,LONEP,1,1997-09-11 00:00:00.000,1997-10-09 00:00:00.000,1997-09-17 00:00:00.000,2,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
336,10666,RICSU,7,1997-09-12 00:00:00.000,1997-10-10 00:00:00.000,1997-09-22 00:00:00.000,2,232.42,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
337,10667,ERNSH,7,1997-09-12 00:00:00.000,1997-10-10 00:00:00.000,1997-09-19 00:00:00.000,1,78.09,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
338,10668,WANDK,1,1997-09-15 00:00:00.000,1997-10-13 00:00:00.000,1997-09-23 00:00:00.000,2,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
339,10669,SIMOB,2,1997-09-15 00:00:00.000,1997-10-13 00:00:00.000,1997-09-22 00:00:00.000,1,24.39,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
340,10670,FRANK,4,1997-09-16 00:00:00.000,1997-10-14 00:00:00.000,1997-09-18 00:00:00.000,1,203.48,Frankenversand,Berliner Platz 43,München,,80805,Germany
341,10672,BERGS,9,1997-09-17 00:00:00.000,1997-10-01 00:00:00.000,1997-09-26 00:00:00.000,2,95.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
342,10673,WILMK,2,1997-09-18 00:00:00.000,1997-10-16 00:00:00.000,1997-09-19 00:00:00.000,1,22.76,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
343,10674,ISLAT,4,1997-09-18 00:00:00.000,1997-10-16 00:00:00.000,1997-09-30 00:00:00.000,2,0.9,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
344,10675,FRANK,5,1997-09-19 00:00:00.000,1997-10-17 00:00:00.000,1997-09-23 00:00:00.000,2,31.85,Frankenversand,Berliner Platz 43,München,,80805,Germany
345,10676,TORTU,2,1997-09-22 00:00:00.000,1997-10-20 00:00:00.000,1997-09-29 00:00:00.000,2,2.01,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
346,10677,ANTON,1,1997-09-22 00:00:00.000,1997-10-20 00:00:00.000,1997-09-26 00:00:00.000,3,4.03,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
347,10678,SAVEA,7,1997-09-23 00:00:00.000,1997-10-21 00:00:00.000,1997-10-16 00:00:00.000,3,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
348,10680,OLDWO,1,1997-09-24 00:00:00.000,1997-10-22 00:00:00.000,1997-09-26 00:00:00.000,1,26.61,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
349,10681,GREAL,3,1997-09-25 00:00:00.000,1997-10-23 00:00:00.000,1997-09-30 00:00:00.000,3,76.13,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
350,10682,ANTON,3,1997-09-25 00:00:00.000,1997-10-23 00:00:00.000,1997-10-01 00:00:00.000,2,36.13,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
351,10684,OTTIK,3,1997-09-26 00:00:00.000,1997-10-24 00:00:00.000,1997-09-30 00:00:00.000,1,145.63,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
352,10686,PICCO,2,1997-09-30 00:00:00.000,1997-10-28 00:00:00.000,1997-10-08 00:00:00.000,1,96.5,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
353,10687,HUNGO,9,1997-09-30 00:00:00.000,1997-10-28 00:00:00.000,1997-10-30 00:00:00.000,2,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
354,10688,VAFFE,4,1997-10-01 00:00:00.000,1997-10-15 00:00:00.000,1997-10-07 00:00:00.000,2,299.09,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
355,10689,BERGS,1,1997-10-01 00:00:00.000,1997-10-29 00:00:00.000,1997-10-07 00:00:00.000,2,13.42,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
356,10691,QUICK,2,1997-10-03 00:00:00.000,1997-11-14 00:00:00.000,1997-10-22 00:00:00.000,2,810.05,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
357,10692,ALFKI,4,1997-10-03 00:00:00.000,1997-10-31 00:00:00.000,1997-10-13 00:00:00.000,2,61.02,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany
358,10693,WHITC,3,1997-10-06 00:00:00.000,1997-10-20 00:00:00.000,1997-10-10 00:00:00.000,3,139.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
359,10694,QUICK,8,1997-10-06 00:00:00.000,1997-11-03 00:00:00.000,1997-10-09 00:00:00.000,3,398.36,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
360,10695,WILMK,7,1997-10-07 00:00:00.000,1997-11-18 00:00:00.000,1997-10-14 00:00:00.000,1,16.72,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
361,10696,WHITC,8,1997-10-08 00:00:00.000,1997-11-19 00:00:00.000,1997-10-14 00:00:00.000,3,102.55,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
362,10697,LINOD,3,1997-10-08 00:00:00.000,1997-11-05 00:00:00.000,1997-10-14 00:00:00.000,1,45.52,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
363,10698,ERNSH,4,1997-10-09 00:00:00.000,1997-11-06 00:00:00.000,1997-10-17 00:00:00.000,1,272.47,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
364,10699,MORGK,3,1997-10-09 00:00:00.000,1997-11-06 00:00:00.000,1997-10-13 00:00:00.000,3,0.58,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany
365,10700,SAVEA,3,1997-10-10 00:00:00.000,1997-11-07 00:00:00.000,1997-10-16 00:00:00.000,1,65.1,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
366,10701,HUNGO,6,1997-10-13 00:00:00.000,1997-10-27 00:00:00.000,1997-10-15 00:00:00.000,3,220.31,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
367,10702,ALFKI,4,1997-10-13 00:00:00.000,1997-11-24 00:00:00.000,1997-10-21 00:00:00.000,1,23.94,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany
368,10703,FOLKO,6,1997-10-14 00:00:00.000,1997-11-11 00:00:00.000,1997-10-20 00:00:00.000,2,152.3,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
369,10705,HILAA,9,1997-10-15 00:00:00.000,1997-11-12 00:00:00.000,1997-11-18 00:00:00.000,2,3.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
370,10706,OLDWO,8,1997-10-16 00:00:00.000,1997-11-13 00:00:00.000,1997-10-21 00:00:00.000,3,135.63,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
371,10707,AROUT,4,1997-10-16 00:00:00.000,1997-10-30 00:00:00.000,1997-10-23 00:00:00.000,3,21.74,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
372,10708,THEBI,6,1997-10-17 00:00:00.000,1997-11-28 00:00:00.000,1997-11-05 00:00:00.000,2,2.96,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
373,10710,FRANS,1,1997-10-20 00:00:00.000,1997-11-17 00:00:00.000,1997-10-23 00:00:00.000,1,4.98,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
374,10711,SAVEA,5,1997-10-21 00:00:00.000,1997-12-02 00:00:00.000,1997-10-29 00:00:00.000,2,52.41,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
375,10712,HUNGO,3,1997-10-21 00:00:00.000,1997-11-18 00:00:00.000,1997-10-31 00:00:00.000,1,89.93,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
376,10713,SAVEA,1,1997-10-22 00:00:00.000,1997-11-19 00:00:00.000,1997-10-24 00:00:00.000,1,167.05,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
377,10714,SAVEA,5,1997-10-22 00:00:00.000,1997-11-19 00:00:00.000,1997-10-27 00:00:00.000,3,24.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
378,10716,RANCH,4,1997-10-24 00:00:00.000,1997-11-21 00:00:00.000,1997-10-27 00:00:00.000,2,22.57,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
379,10717,FRANK,1,1997-10-24 00:00:00.000,1997-11-21 00:00:00.000,1997-10-29 00:00:00.000,2,59.25,Frankenversand,Berliner Platz 43,München,,80805,Germany
380,10718,KOENE,1,1997-10-27 00:00:00.000,1997-11-24 00:00:00.000,1997-10-29 00:00:00.000,3,170.88,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
381,10719,LETSS,8,1997-10-27 00:00:00.000,1997-11-24 00:00:00.000,1997-11-05 00:00:00.000,2,51.44,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
382,10721,QUICK,5,1997-10-29 00:00:00.000,1997-11-26 00:00:00.000,1997-10-31 00:00:00.000,3,48.92,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
383,10722,SAVEA,8,1997-10-29 00:00:00.000,1997-12-10 00:00:00.000,1997-11-04 00:00:00.000,1,74.58,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
384,10723,WHITC,3,1997-10-30 00:00:00.000,1997-11-27 00:00:00.000,1997-11-25 00:00:00.000,1,21.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
385,10724,MEREP,8,1997-10-30 00:00:00.000,1997-12-11 00:00:00.000,1997-11-05 00:00:00.000,2,57.75,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
386,10726,EASTC,4,1997-11-03 00:00:00.000,1997-11-17 00:00:00.000,1997-12-05 00:00:00.000,1,16.56,Eastern Connection,35 King George,London,,WX3 6FW,UK
387,10727,REGGC,2,1997-11-03 00:00:00.000,1997-12-01 00:00:00.000,1997-12-05 00:00:00.000,1,89.9,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
388,10729,LINOD,8,1997-11-04 00:00:00.000,1997-12-16 00:00:00.000,1997-11-14 00:00:00.000,3,141.06,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
389,10731,CHOPS,7,1997-11-06 00:00:00.000,1997-12-04 00:00:00.000,1997-11-14 00:00:00.000,1,96.65,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
390,10733,BERGS,1,1997-11-07 00:00:00.000,1997-12-05 00:00:00.000,1997-11-10 00:00:00.000,3,110.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
391,10735,LETSS,6,1997-11-10 00:00:00.000,1997-12-08 00:00:00.000,1997-11-21 00:00:00.000,2,45.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
392,10736,HUNGO,9,1997-11-11 00:00:00.000,1997-12-09 00:00:00.000,1997-11-21 00:00:00.000,2,44.1,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
393,10737,VINET,2,1997-11-11 00:00:00.000,1997-12-09 00:00:00.000,1997-11-18 00:00:00.000,2,7.79,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France
394,10739,VINET,3,1997-11-12 00:00:00.000,1997-12-10 00:00:00.000,1997-11-17 00:00:00.000,3,11.08,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France
395,10740,WHITC,4,1997-11-13 00:00:00.000,1997-12-11 00:00:00.000,1997-11-25 00:00:00.000,2,81.88,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
396,10741,AROUT,4,1997-11-14 00:00:00.000,1997-11-28 00:00:00.000,1997-11-18 00:00:00.000,3,10.96,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
397,10742,BOTTM,3,1997-11-14 00:00:00.000,1997-12-12 00:00:00.000,1997-11-18 00:00:00.000,3,243.73,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
398,10743,AROUT,1,1997-11-17 00:00:00.000,1997-12-15 00:00:00.000,1997-11-21 00:00:00.000,2,23.72,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
399,10744,VAFFE,6,1997-11-17 00:00:00.000,1997-12-15 00:00:00.000,1997-11-24 00:00:00.000,1,69.19,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
400,10745,QUICK,9,1997-11-18 00:00:00.000,1997-12-16 00:00:00.000,1997-11-27 00:00:00.000,1,3.52,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
401,10746,CHOPS,1,1997-11-19 00:00:00.000,1997-12-17 00:00:00.000,1997-11-21 00:00:00.000,3,31.43,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
402,10747,PICCO,6,1997-11-19 00:00:00.000,1997-12-17 00:00:00.000,1997-11-26 00:00:00.000,1,117.33,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
403,10748,SAVEA,3,1997-11-20 00:00:00.000,1997-12-18 00:00:00.000,1997-11-28 00:00:00.000,1,232.55,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
404,10749,ISLAT,4,1997-11-20 00:00:00.000,1997-12-18 00:00:00.000,1997-12-19 00:00:00.000,2,61.53,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
405,10750,WARTH,9,1997-11-21 00:00:00.000,1997-12-19 00:00:00.000,1997-11-24 00:00:00.000,1,79.3,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
406,10751,RICSU,3,1997-11-24 00:00:00.000,1997-12-22 00:00:00.000,1997-12-03 00:00:00.000,3,130.79,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
407,10752,NORTS,2,1997-11-24 00:00:00.000,1997-12-22 00:00:00.000,1997-11-28 00:00:00.000,3,1.39,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK
408,10753,FRANS,3,1997-11-25 00:00:00.000,1997-12-23 00:00:00.000,1997-11-27 00:00:00.000,1,7.7,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
409,10754,MAGAA,6,1997-11-25 00:00:00.000,1997-12-23 00:00:00.000,1997-11-27 00:00:00.000,3,2.38,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
